Mixture	AML_blast	CMP	GMP	HSC	LPC	LSC	MEP	MPP	RApos	P-value	Correlation	RMSE
14-00667	0.151856898267434	0.0343562031361805	0.263092313089619	0.12290674451989	0.139870584013524	0.0116844086862265	0	0	0.276232848287126	0	0.186164000571061	1.05082247764236
14-00670	0	0.0244722836795295	0.53444175083761	0.1135900765281	0.32749588895476	0	0	0	0	0	0.418910649390602	0.95128509464269
14-00672	0	0.0468995524901777	0.466054107454289	0.198592199886863	0.0669014487247519	0	0.221552691443918	0	0	0	0.786377820502817	0.617766663791917
14-00676	0.191072490122878	0.151864336928321	0.0929387775348821	0.322546784292397	0	0	0.241577611121522	0	0	0	0.513960747760154	0.927789676557714
14-00681	0.0624601201630662	0.0941883401624675	0.242727547296067	0.22295779794541	0.275841503176971	0	0.0618807366597023	0	0.0399439545963161	0	0.656180262175778	0.754323011409195
14-00690	0	0.253150011199236	0.22498803320036	0.268675246428829	0.253186709171575	0	0	0	0	0	0.154778490277671	1.10811704873038
14-00712	0	0.101819667998456	0.519421770430573	0.205088847760361	0.160674071664374	0	0.0129956421462356	0	0	0	0.576032152579999	0.828887044981479
14-00714	0.0117046833358988	0	0.0759023918574168	0	0.53622605384302	0.0385123213017553	0	0.12938975587246	0.208264793789448	0	0.353609723746047	0.952923897495914
14-00725	0.0236954772041112	0.106345612751799	0.0995305875240362	0.283721954806647	0.0937332208104604	0	0.392973146902945	0	0	0	0.658974815010428	0.784414812978901
14-00730	0	0.0404890920265087	0.67906171566692	0.075883331311902	0.20456586099467	0	0	0	0	0	0.804606385748542	0.592814993613668
14-00735	0	0.0451810152767564	0.263398195113222	0.142795245609416	0.355580049842965	0.193045494157641	0	0	0	0	0.512230437645913	0.862302926984017
14-00739	0	0	0.428895679089254	0	0.501752907399203	0	0	0.0660763038727809	0.00327510963876125	0	0.372456396548998	0.975791994351213
14-00742	0	0.112414421008315	0.454552958035112	0.231884482303738	0.201148138652835	0	0	0	0	0	0.361934133811555	0.982163792148013
14-00757	0	0	0.423417344180963	0.128457246090217	0.44812540972882	0	0	0	0	0	0.257337912842897	1.04139114210393
14-00761	0	0.02373514536118	0.427785162957151	0.119068404182363	0.429411287499306	0	0	0	0	0	0.242680653048875	1.05443055558292
14-00774	0.160402002007976	0.00645110603350592	0.0642725787220777	0	0.0156950690713928	0.166705412960021	0.0562597436006244	0	0.530214087604401	0	0.552443342136821	0.834584405744727
14-00780	0.0978950356027767	0.375845177931105	0.0687287675981138	0.415021982688382	0	0	0.0214516226763329	0	0.0210574135032892	0	0.761235562560817	0.648199966585833
14-00781	0	0	0.480292814486949	0	0.519707185513051	0	0	0	0	0	0.230766312383984	1.09024652667598
14-00787	0.0101459296166489	0.0232770018579897	0.538125290617742	0.0676098252693775	0.285796733280761	0	0.0750452193574806	0	0	0	0.823846149802526	0.569169600131524
14-00798	0	0	0.485547659540799	0.111808954566236	0.402643385892965	0	0	0	0	0	0.206923384989196	1.08457273376249
14-00815	0	0.192584325580677	0.386751854903522	0.318622268470237	0	0	0.102041551045563	0	0	0	0.656701059062977	0.762943959067392
14-00817	0	0	0.524246184059501	0.0205369582357161	0.417989839165729	0	0	0	0.037227018539054	0	0.504296002415605	0.888498789806695
14-00831	0	0.0306678334301346	0.752634760562848	0.137780120487812	0.074181825943737	0	0.00473545957546876	0	0	0	0.796368276512459	0.605112631631213
14-00832	0	0	0.419795139586687	0	0.510833931787593	0	0	0.0693709286257202	0	0	0.200203738843383	1.08749759027537
14-00901	0.0890302621548358	0.00314922569109316	0	0	0.103651283394911	0.00900509493945253	0.0359706140204421	0	0.759193519799265	0	0.482176366000829	0.879098644985797
15-00014	0.0354854249244171	0.00110559868914083	0.00768591957220244	0.233525838527822	0.691910134384713	0	0	0	0.0302870839017046	0	0.101066301890168	1.10057650364912
15-00018	0.229431955618752	0.0621057127570605	0	0	0.5016365615571	0	0	0	0.206825770067088	0	0.0368069678019821	1.15288433431713
15-00024	0	0.0296199394817651	0.456825507002735	0	0.5135545535155	0	0	0	0	0	0.492565109042395	0.899163929126191
15-00029	0	0.236148495777255	0.299582130382636	0.156809939636042	0.307459434204068	0	0	0	0	0	0.281043233747059	1.0496329468074
15-00043	0	0.0257577897158994	0.520049336675934	0.106539970684906	0.347652902923261	0	0	0	0	0	0.171275957543512	1.11819073667507
15-00045	0	0.0442789380796368	0.454666582928129	0.108323703204305	0.39273077578793	0	0	0	0	0	0.301194578402904	1.02482665313542
15-00051	0	0.0118624388988778	0.384580196869715	0.114929946247564	0.488627417983843	0	0	0	0	0	0.60054447145657	0.799590338920847
